Id,SalePrice
805,221876.20025495923
2259,291999.74599338806
1748,191401.729073267
1361,284705.5259112237
1677,98762.77924238522
1406,142476.35663009263
2322,236429.30151521758
688,159018.41880165733
143,149431.07388976612
804,192183.81159979932
1214,157749.0623867616
2828,149023.65538571042
1999,189905.2844125791
2467,192515.0172268413
2665,181633.74715092173
1538,354379.93976982904
398,123537.91150718174
2822,129284.79384677841
2157,159995.60732830732
1856,248322.93937150273
1269,107103.36345551375
2570,87046.18322598141
2320,245876.8054225838
1517,141157.92188721552
2304,161789.4445495567
1312,113554.41913741831
2012,131488.26998975902
506,250853.98783999565
2865,212446.06950995745
2367,87540.79913768741
554,50473.036447657025
238,121401.96438519692
1954,104126.25340151446
2488,175022.26500390947
2291,38348.1262680146
1969,97435.62750581154
2725,142248.13328740132
1482,157823.4317553984
2763,215826.38366827232
503,278396.5545256036
1584,254221.4183982832
1531,127145.72468911498
2210,206799.8443340526
459,272743.19082984317
556,110197.80201203839
1347,158371.75317235806
1290,99057.69678011301
1388,93453.32776818483
1571,287161.2696538372
2754,213710.58339039597
765,151171.8310292149
2494,101537.1814859898
2870,254923.10700468643
7,188936.3875836834
1114,224171.60702750128
2418,289839.93836517306
291,226557.68552536244
18,282079.4665775331
39,309982.8114114475
1001,219166.34026602225
2442,241151.6277702764
616,149130.0082068093
2680,105178.13988862575
1414,138394.4489734762
289,158439.37769379673
40,223398.55931200628
860,131495.9110803759
409,107479.97800868646
673,166015.7219902281
2427,187801.16215186432
2036,364127.2553295805
2564,132957.86178869638
642,172664.30339669494
1008,188378.41748837676
1908,163533.78814918184
2519,198703.87707608388
1369,195884.23375114155
2855,163857.27784055113
712,107378.96580694338
1943,158513.39307033358
1958,138881.81409638852
107,165323.77678021142
2295,204172.98038412214
704,140045.37466212694
676,128475.14129080888
259,181494.08126368365
93,284322.88215147203
106,231877.19507429661
2315,182715.86092182298
1050,89254.83762365316
1095,212260.94917975954
2709,133746.3938574677
758,135521.8790480513
1496,153379.2247020031
2370,116496.57357593358
2458,253366.77091564325
2733,142022.2768574525
161,273467.4871209456
726,168570.91052527624
845,223506.5733446262
947,265641.61739127326
2232,254179.22559988353
2563,145885.62437434477
2299,162307.4573597175
211,51478.965920237126
605,205323.8981501743
1478,202536.52818759787
2247,280842.8282438276
2274,267227.796361474
2869,230961.28018160956
967,231050.76932961127
2656,158119.39020712778
667,243947.1344352792
1042,95584.25839192225
2023,136395.5241693145
2447,378126.95499054075
2055,133194.98237536868
2275,327485.2663016635
2204,178709.41769173832
1563,271228.7214332232
483,191803.50607886945
796,135592.06109968718
1526,143609.83908178064
2042,118108.39046162023
442,292895.9718622209
1693,287225.2690991728
1468,218328.77660991548
1430,200290.8353244048
2605,121523.52307368524
1529,199114.3512098089
335,149284.1662251233
1287,141398.60897383397
31,87025.08843200565
1785,279605.7182298015
82,163212.2814541039
2620,115972.49215981609
252,186289.89136631723
721,81026.93730458214
2165,184236.59216147766
2316,193045.41489238356
775,116157.67238535036
1558,251767.10449154998
17,202802.78198691263
1022,203966.1637992398
925,124742.68488292662
438,272343.93314035493
1270,116617.76317948982
1272,110553.87822381653
215,143322.31987574213
266,233353.48538324295
2402,269082.4599712696
1250,130255.69928188717
1984,138720.20917059772
1279,157951.64528010652
377,248971.22589761205
1252,123733.0841517179
2156,252814.02208231774
499,345595.4314932641
1374,103825.32568627193
2898,247235.364319262
401,103632.79038541716
2721,144356.4012724967
2078,279616.03621935827
2589,121478.0638085757
1946,236712.6531503382
1334,131608.27476156526
2781,228656.0753087047
431,311097.6531483729
576,201994.01159268606
1474,210423.64905721578
2254,129490.32542773349
2155,279106.3210466988
885,125350.64385987143
643,141952.64478291347
1944,136448.58434783283
480,204073.80459346023
2845,82427.223052599
2387,298437.54509337
2407,178588.7909553812
2527,177893.7334142102
2514,110921.9264847422
629,130601.18204065785
80,198370.42482577212
1876,136542.23675336287
1546,261010.5837495497
2518,218266.16856524727
2347,167873.41425726103
783,232137.09040765205
1322,50149.6927789293
194,91968.29649577288
1770,332111.9168837128
2143,181133.7928446122
1229,221418.2111585644
511,273229.49205038033
46,197943.66209364258
1348,178260.819828321
2465,188703.27682920007
387,211421.79290089046
873,212752.79196505793
1918,108260.08229187797
2764,220024.3728006742
2184,117156.84868985202
934,143184.9670516757
1920,107725.92190672464
2631,151128.8475814451
1768,539950.3164677131
2040,255704.94663655636
1749,231457.73729393914
834,236949.5776447461
1457,234438.64763750185
79,94563.69090559002
2302,136264.23053832492
1817,145003.8342128556
2755,249423.65167826094
359,173018.55485715525
2059,95460.66434235776
2092,238666.03115418897
2516,203073.8790853394
150,104947.41385327543
1656,149270.66381795
83,68291.49568213739
2411,184124.8568423647
795,73355.48609117616
2312,229436.24144799303
2917,110609.92850270569
1624,169554.43716700934
2215,273220.95931272046
1211,141436.57966521085
1485,167806.81732572615
1024,179540.2579077635
570,198786.1194348682
2874,277983.2128896888
700,165453.78571993447
2756,208564.7276041297
2022,203442.0167711764
583,231956.18050709335
2392,288612.2043493608
2424,187174.66989154794
212,100514.68439766802
736,128154.24744584676
1610,198555.59062235727
890,126087.03472049817
467,186628.64571900375
578,277578.0014335273
1747,192734.07425542924
1149,131628.11976202883
2758,231430.07946724765
857,144912.48620137543
2219,255557.60006768815
733,76094.31748727735
2909,78882.68337833762
1798,263685.5213758032
235,108566.2642250511
2366,106185.30987480955
1027,142943.95383088975
1195,133598.34905580583
1303,76252.39326791248
148,179408.7608788075
608,167728.66641767567
2515,185085.26587593064
821,301328.3212611199
2500,273993.18901044555
745,106622.0083592021
741,124686.61060536437
1611,219710.2014496203
2532,109860.79227591919
1081,247267.033673755
1692,362099.94051193877
2520,190848.33191662334
276,154800.69017852444
1992,151228.50409889265
663,89404.14889705858
418,93155.81359364772
1733,206141.95411530026
2359,126552.62236163835
253,177949.02163226224
1518,199939.66526865744
2035,252844.85121666407
2919,68819.69580731528
1540,284034.4965935888
2120,140922.1420965289
1674,183889.64978739124
256,160094.1525478972
2361,97459.8048157778
978,51938.76562787098
2280,198943.25145603588
2095,233740.12857106765
1709,318846.77172965475
2801,261133.5577813295
1246,123975.19296290899
2373,77666.28397543737
1055,260966.19994820692
2017,125075.4169273892
1099,287035.59615465056
1344,52132.342339139635
835,198982.41106832068
1117,207830.89160747165
2043,125625.48651433882
2085,117339.6225271154
410,96773.84237456694
2650,135535.7696152989
2867,167761.4374339283
1668,116150.74419870425
1161,138147.2181324339
2122,182053.31053159467
2539,153070.20638815078
1047,127444.39005982762
1445,144575.84101061168
541,158778.62608244762
569,220182.88345232463
1276,130729.42823989684
918,157037.60789528847
326,183017.2466949216
1936,146260.9982858976
895,81654.3861899676
257,147895.5927356963
1241,173404.64015588313
1545,244872.1422456783
1189,191254.57548943526
270,152863.84618515766
2066,183277.79613573864
693,108453.77905307719
1259,151771.78519954157
2916,173518.0895226407
2321,320634.8481148478
1977,109326.87188634367
1895,132164.82372628225
1240,175058.16717783158
85,147890.70024265256
1823,123393.48878605044
825,286487.8986792776
110,216628.11540812108
697,155442.0642258146
2297,157712.06445742436
1231,140464.35432366942
1355,138087.95384445039
968,339408.6942958648
584,226751.85656614602
1315,175829.4316114415
1606,185831.76718276643
206,235825.37714770882
1685,318868.67966786004
2016,127829.96692448985
869,203192.5321242772
2135,110707.52070639271
2346,183888.9842084433
2430,241188.83171892105
2198,91043.70968208436
2652,113184.65615877922
27,105906.6549247033
241,166876.6705431058
906,150405.64874145924
1506,109788.20962065132
2098,346406.39732820244
1435,217732.22536281595
2213,143752.9437725516
1274,122146.97818413728
743,29236.636790133605
1737,202356.52923399923
2797,283303.14280282165
2185,85252.0478279989
58,162773.19435099693
830,200247.03392633743
808,148559.71275431212
680,131447.06486813255
1153,71849.98177319088
1291,132988.15774661777
1818,204613.75670678727
2161,180671.55700089748
1883,126304.49942507627
350,293277.320396786
2473,167523.84790514564
295,226839.20806251315
293,216996.44001583394
859,119253.30816722556
288,49404.87790735002
1578,169708.25397228336
102,174562.1846307775
2831,122639.34530428388
1030,155157.447793991
2551,133566.5610174019
1286,157409.2284002793
958,322009.12800456147
776,130743.14226366175
72,223336.2379345276
2263,285412.8241386653
1866,136445.0732972733
2876,186474.03608565129
2146,243588.20622181578
103,142512.2351522298
1500,143117.0507928247
492,199300.27902129083
167,120442.75097481359
2597,150096.19054650873
2685,123665.7473249696
1035,148794.8263545813
1220,80126.60662784617
2602,188259.34392126836
2159,215556.58596274524
695,163361.20392286958
1109,287300.81886962405
640,171873.27336107893
1652,144948.0865864508
2090,153632.51409078526
1188,177623.9292325921
2345,246719.79417825505
1059,376423.68621184095
2751,237302.00429962773
128,228173.92591077968
1523,235995.51013565928
2925,205270.6275900153
2145,275279.741080491
1121,196719.01671289167
566,241142.30185534697
565,256888.5324830169
1331,119263.75726650724
2928,162167.44652904675
156,121565.3885561178
797,117669.32878713339
327,48102.966955528565
2859,120088.7364987088
1453,114420.12555847711
1762,377255.33656922687
1868,192675.11278949046
1760,180922.77549542024
1113,234909.98889508238
1812,182652.7713856638
117,170513.3418229369
1142,195403.32628664456
2342,326062.82851019874
927,146708.52673955573
2478,186523.60689090256
655,108011.4238298599
2064,121573.24845531586
369,233834.41450007565
2239,216816.07182746727
2732,201362.64212859698
1653,153688.09374877583
959,228863.90586853639
2395,321869.0482435174
1412,121591.6319193781
271,254978.04559475946
1484,161388.1713596761
1497,158242.5011895025
552,185623.42446929708
2,111483.558719002
1855,352458.2611066958
4,233132.40207226778
2292,178781.6415908492
134,125751.14944656966
646,88841.65994787622
42,271926.21623378346
532,193412.1965237583
713,127351.59659084606
2561,123859.96987110365
2360,120710.08827113718
1333,107862.75599219049
1407,219204.19085926906
2892,309410.5392652948
574,178508.7137076765
1227,184565.36620762493
2591,208438.14651947265
1476,207226.05496100304
1125,249953.14079278847
1446,143200.65645346418
408,106614.63410906514
1101,314943.82866260316
2251,232190.7547981861
373,167389.69384229067
2554,116833.88229614098
2382,273375.3127095976
1985,111759.06413550132
519,202030.78528952546
1093,213802.23577832535
864,258943.0747684319
2889,160332.4373963027
2308,168643.95847875538
986,194740.46716688128
1302,189274.5715830337
585,142041.93733545946
2708,129271.37766101118
147,123587.60799216316
1441,221240.05324516026
383,187339.20616339584
285,157496.2728188765
181,139121.83005733247
358,204648.85654641155
780,188545.27214628627
258,180865.9899696637
1865,248850.83453734257
692,146428.46841187903
2902,331423.07696618285
508,256697.28679749224
2638,200224.10390187328
36,79033.75100255162
611,168850.12206491802
2281,151591.75116368424
1678,111230.76287400007
1696,404530.7795236225
1557,185889.55848187723
2180,173841.43315686073
1726,193425.4036362887
951,158320.48803271618
267,225912.53814602701
2706,123687.87269684213
2221,248420.76147440702
1357,177376.99483427271
2901,329995.2568872181
347,168149.63514477917
2164,196256.28031381682
1586,331434.4719471297
360,142956.55151611852
1769,259137.25136719272
2617,168199.2146827369
1879,159953.7048537334
991,217332.8272965905
1535,116834.24802673713
1191,183053.37192738423
1579,241493.3301406383
1882,138889.7490915761
1510,137740.06262972063
2196,270290.9184973774
1845,149789.83839543854
2336,349870.29666807584
942,196658.98729058748
861,132795.19202416146
2555,145856.51196546573
1392,133871.4887688575
2099,281143.2664624049
1543,107100.66455952666
948,285662.0944837645
1239,165604.0162720561
22,183753.38370431477
2796,227384.55299215362
2747,154898.11551121817
92,296689.4556766779
210,176529.73491694866
1858,212376.91252767848
2228,163618.15582807336
447,200251.4486913451
827,227491.01179233403
1649,214490.98402969923
682,105900.07446993151
2698,227346.51415405623
494,173244.6413876044
214,133067.1059248154
2441,237262.59444807383
2679,112668.30359701703
1336,90428.8542611282
465,187260.96765272476
1524,139864.28538292524
2543,122529.86174465774
631,127857.30189204903
2452,351962.38701463514
228,149867.67420224822
126,212146.85629111007
1092,201400.89759200305
1122,198649.51232067554
932,248365.69565825077
1980,95887.06330999885
2171,95535.5712775922
551,167821.60360993654
2768,161068.50474705416
2056,109059.38053567748
1159,362584.3450546067
2645,112062.63382624884
1174,140429.29711314244
2266,215006.1430057737
2462,328419.6802908415
1219,126202.98246532943
2922,207996.61890211093
118,158007.42849449243
474,171299.46482342863
2576,127241.35670370192
872,271100.73914417333
1077,188292.81993467748
1536,135679.20957342337
1150,103199.27419087732
2341,298629.3052172403
1931,164582.34334657158
2785,116133.67754754642
2538,107848.39330964789
597,199661.002528835
464,116172.59280081783
233,241105.95523620123
2169,128878.84038561191
2123,181440.77230408354
1867,174867.75901631473
137,252810.59250566948
515,224426.99255220089
933,106351.34445295398
2784,163678.06328030312
972,203372.43820330105
599,132782.03123769132
2614,115394.53372277057
2582,149798.47878734156
1409,168010.36023301785
175,160153.24823131022
352,200742.38296257285
976,79618.36789686805
2134,194923.14420228748
984,149200.27985541642
2396,335653.91645162133
1673,136117.02952243495
404,96475.6131897418
607,161605.6132232924
814,193783.25613764388
868,193666.07692017173
2271,207611.61371377768
1633,177016.84083682217
337,185785.7727806313
2765,193208.18025911442
1746,253472.22344934574
368,308854.90496318915
2806,197634.69038162933
1662,187143.5518892225
1234,233718.52867736772
1373,115581.35103995918
1672,95461.11469425417
1939,126123.92638703433
